voyageID,captainName,fromPlace,toPlace,voyageStartDate,nationality,shipName
18944,C. Bijll,Grand Canarien,Demerary,1783-12-31,Dutch,Bellona,,ADM
18945,Thomas McTaggart,Gravesend,Bengal,1821-07-11,British,Rose,,EIC
18946,John Milford,Gravesend,Bombay,1770-04-13,British,Northumberland,,EIC
18947,Captain Smedley,Gravesend,Cape of Good Hope,1784-12-21,British,Raymond,,EIC
18948,,Gravesend,Churchill,1767-06-27,British,Prince Rupert,,Hudson Bay Company
18949,,Gravesend,Churchill,1768-06-25,British,Prince Rupert,,Hudson Bay Company
18950,,Gravesend,Churchill,1769-06-26,British,Prince Rupert,,Hudson Bay Company
18951,,Gravesend,Churchill,1772-06-27,British,Prince Rupert,,Hudson Bay Company
18952,,Gravesend,Churchill,1773-06-27,British,Prince Rupert,,Hudson Bay Company
18953,,Gravesend,Churchill,1775-06-28,British,Prince Rupert,,Hudson Bay Company
18954,,Gravesend,Churchill,1776-07-04,British,Prince Rupert,,Hudson Bay Company
18955,William Christopher,Gravesend,Churchill,1779-07-07,British,Seahorse,,Hudson Bay Company
18956,,Gravesend,Churchill,1782-07-07,British,Prince Rupert,,Hudson Bay Company
18957,,Gravesend,Churchill,1783-06-30,British,Prince Rupert,,Hudson Bay Company
18958,,Gravesend,Churchill,1784-07-04,British,Prince Rupert,,Hudson Bay Company
18959,,Gravesend,Churchill,1785-06-30,British,Prince Rupert,,Hudson Bay Company
18960,,Gravesend,Hudson Bay,1760-06-26,British,Prince Rupert,,Hudson Bay Company
18961,,Gravesend,Hudson Bay Churchill,1765-06-18,British,Prince Rupert,,Hudson Bay Company
18962,,Gravesend,Hudson Bay Moose,1761-06-26,British,Prince Rupert,,Hudson Bay Company
18963,,Gravesend,Hudson Bay Moose,1762-07-07,British,Prince Rupert,,Hudson Bay Company
18964,William Norton,Gravesend,Hudson Bay Moose,1763-06-30,British,Prince Rupert,,Hudson Bay Company
18965,,Gravesend,Hudson Bay Moose,1764-06-28,British,Prince Rupert,,Hudson Bay Company
18966,Roger Fish Palmer,Gravesend,Java,1767-03-10,British,Vansittart,,EIC
18967,Allen Cooper,Gravesend,Java,1785-04-10,British,Atlas,,EIC
18968,Roger Mainwaring,Gravesend,Madras,1752-01-19,British,Colchester,,RN
18969,R.W. Farrington,Gravesend,Madras,1787-01-22,British,Lascelles,,EIC
18970,,Gravesend,Moose,1771-06-26,British,Prince Rupert,,Hudson Bay Company
18971,,Gravesend,Moose,1774-06-27,British,Prince Rupert,,Hudson Bay Company
18972,,Gravesend,Moose,1778-06-26,British,Prince Rupert,,Hudson Bay Company
18973,,Gravesend,Moose,1780-07-01,British,Prince Rupert,,Hudson Bay Company
18974,,Gravesend,Moose,1786-06-27,British,Prince Rupert,,Hudson Bay Company
18975,John Milford,Gravesend,St Helena,1767-01-25,British,Northumberland,,EIC
18976,,Gravesend,St Helena,1767-02-01,British,Earl of Middlesex,,EIC
18977,Thomas Robertson,Gravesend,Wampoe,1785-03-18,British,Busbridge,,EIC
18978,,Gravesend,York Factory,1770-06-27,British,Prince Rupert,,Hudson Bay Company
18979,,Gravesend,York Factory,1777-06-26,British,Prince Rupert,,Hudson Bay Company
18980,William Christopher,Gravesend,York Factory,1780-07-01,British,Seahorse,,Hudson Bay company
18981,,Gravesend,York Factory,1787-06-23,British,Seahorse,,Hudson Bay Company
18982,,Gravesend,York Factory,1788-06-25,British,Seahorse,,Hudson Bay Company
18983,,Gravesend,York Factory,1789-06-24,British,King George III,,Hudson Bay Company
18984,,Gravesend,York Factory,1790-07-01,British,Seahorse,,Hudson Bay Company
18985,,Gravesend,York Factory,1791-07-11,British,Seahorse,,Hudson Bay Company
18986,,Gravesend,York Factory,1792-06-25,British,Seahorse,,Hudson Bay Company
18987,,Gravesend,York Factory,1796-07-01,British,Queen Charlotte,,Hudson Bay Company
18988,,Gravesend,York Factory,1797-07-06,British,Queen Charlotte,,Hudson Bay Company
18989,,Gravesend,York Factory,1798-07-05,British,Queen Charlotte,,Hudson Bay Company
18990,,Gravesend,York Factory,1799-07-08,British,Queen Charlotte,,Hudson Bay Company
18991,,Gravesend ,Moose,1794-06-29,British,Queen Charlotte,,Hudson Bay Company
18992,,Gravesend ,York Factory,1793-06-26,British,Queen Charlotte,,Hudson Bay Company
18993,John Turner,Gravesend ,York Factory,1795-07-05,British,Queen Charlotte,,Hudson Bay Company
18994,,Gravesend UK,Bombay,1752-05-29,British,Pelham,,RN
18995,Charles Masson,Gravesend UK,Cape Land,1751-06-01,British,Streatham,,EIC
18996,De Bausset,Guadeloupe,Brest,1776-03-10,French,Le Oiseau,,
18997,De Kerlerec,Guadeloupe,Brest,1786-01-09,French,La Durance,,
18998,La Rochelerie,Guadeloupe,Brest,1786-07-13,French,Le Saumon,Gabarre,
18999,Mullon,Guadeloupe,Cap Francis,1788-05-12,French,No. 12,Paquebot,
19000,M. Durtuby,Guadeloupe,Lisle Dieu,1755-08-02,French,Le Zephir,,
19001,M. Du Saint Agnant,Guadeloupe,Mediteranee,1752-06-22,French,La Pomone,,
19002,Ch.DEsnos,Guadeloupe,Nantes,1768-02-20,French,LIndiscrette,,
19003,De Retz,Guadeloupe,Rochefort,1766-11-02,French,Le Danube,,
19004,Jacobus Boelen,Guayaquil,Paita,1827-06-26,Dutch,Wilhelmina en Maria,Fregatschip,MER
19005,James Vashon,Guernsey,Jamaica,1786-05-15,British,Expedition,5th rate,RN
19006,James Cumming,Guernsey,Madeira,1773-05-05,British,Deal Castle,6th Rate,RN
19007,Henry Davis,Guernsey,Monserrat,1773-03-30,British,Seaford,6th Rate,RN
19008,,Guinea,St Eustacius,1761-11-01,Dutch,Prins Willem V,,MCC
19009,J. Menkenveld,Guinea,Suriname,1753-10-27,Dutch,Philadelphia,,MCC
19010,J. Menkenveld,Guinea,Suriname,1755-05-28,Dutch,Philadelphia,,MCC
19011,J. van Kerkhoven,Guinea,Suriname,1755-10-14,Dutch,Middelburgs Welvaren,,MCC
19012,J. Menkenveld,Guinea,Suriname,1759-01-23,Dutch,Philadelphia,,MCC
19013,Cornelis van Kakom,Guinea,Suriname,1771-04-09,Dutch,Vliegende Faam,,MCC
19014,O. Magielsen,Guinea,Suriname,1774-01-30,Dutch,Welmeenende,Snauw,MCC
19015,H. J. Tengbergen,Guinee,Nieuwediep,1838-08-22,Dutch,Amphitrite,,ADM
19016,Cornelis van Kakom,Guinee,Paramaribo,1773-09-28,Dutch,Vliegende Faam,,MCC
19017,Olfert Michielsen,Guinnee (Kaap Axim),Suriname,1779-02-12,Dutch,Viegelantie,,MCC
19018,A. Jordan,Gujana,Holland,1784-06-19,Dutch,Snelheid,,ADM
19019,A. Jordan,Gujana,Holland,1785-06-05,Dutch,Snelheid,,ADM
19020,Benjamin Marlow,Gulf of Aden,Bombay,1776-08-21,British,Coventry,6th Rate,RN
19021,,Gulf of Aden,Bombay,1780-08-26,British,Coventry,6th Rate,RN
19022,,Gulf of Guinea,Middelburg,1752-04-26,Dutch,Vrouwe Johanna Cores,Fregat,MCC
19023,,Gulf of Guinea,Middelburg,1755-03-28,Dutch,Vrouwe Johanna Cores,Fregat,MCC
19024,,Gulf of Guinea,Nederland,1766-01-11,Dutch,Zanggodin,,MCC
19025,,Gulf of Guinea,Paramaribo,1770-02-16,Dutch,Welmeenende,Snauw,MCC
19026,,Gulf of Guinea,Suriname,1756-12-21,Dutch,Vrouwe Johanna Cores,Fregat,MCC
19027,Pieter van Breen,Gulf of Guinea,Suriname,1762-12-19,Dutch,Vrouwe Johanna Cores,Fregat,MCC
19028,,Gulf of Guinea,Suriname,1769-11-12,Dutch,Zanggodin,,MCC
19029,J. van Sprang,Gulf of Guinea,Suriname,1771-08-24,Dutch,Zanggodin,,MCC
19030,John Scaife,Gulf of Maine,UK,1761-09-18,British,Chesterfield,5th Rate,RN
19031,H. Rijsterborgh,Guyana,,1786-06-09,Dutch,Kemphaan,,
19032,Henry Bellow,Halifax,Antigua,1771-02-19,British,Beaver,Sloop,RN
19033,Richard Fisher,Halifax,Antigua,1783-01-27,British,Caton,3rd Rate,RN
19034,William Compton,Halifax,Antigua,1802-12-09,British,Lilly,sloop,RN
19035,Henry Bellow,Halifax,Barbados,1768-01-10,British,Beaver,Sloop,RN
19036,Issac Coffin,Halifax,Barbados,1793-07-04,British,Alligator,6th rate,RN
19037,John Dick,Halifax,Barbados,1808-08-23,British,Penelope,5th rate,RN
19038,Robert Faulkner,Halifax,Basse Terre,1794-09-22,British,Blanche,5th Rate,RN
19039,Henry Carew,Halifax,Bermuda,1799-08-24,British,Swan,sloop,RN
19040,Jacob Watton,Halifax,Bermuda,1799-12-11,British,Swan,sloop,RN
19041,Joseph Spear,Halifax,Bermuda,1800-10-26,British,Lilly,sloop,RN
19042,Joseph Spear,Halifax,Bermuda,1802-09-01,British,Lilly,sloop,RN
19043,William Compton,Halifax,Bermuda,1803-06-03,British,Lilly,sloop,RN
19044,Arthur Fanshawe,Halifax,Bermuda,1820-02-22,British,Newcastle,,RN
19045,Arthur Fanshawe,Halifax,Bermuda,1820-11-29,British,Newcastle,,RN
19046,Arthur Fanshawe,Halifax,Bermuda,1821-09-19,British,Newcastle,,RN
19047,John Raynor,Halifax,Boston,1776-06-11,British,Chatham,4th Rate,RN
19048,Thomas Hayward,Halifax,Charleston,1770-08-14,British,Martin,Sloop,RN
19049,Mark Robinson,Halifax,Charlestown,1768-12-11,British,Fowey,6th Rate,RN
19050,John Dick,Halifax,Delgada Bay,1809-05-16,British,Penelope,5th rate,RN
19051,Thomas Hayward,Halifax,Fort Johnson,1768-11-14,British,Martin,Sloop,RN
19052,Alexander Innes,Halifax,Froward Point (England),1755-12-14,British,Otter,Sloop,RN
19053,John Walker,Halifax,Jamaica,1802-10-12,British,Vanguard,3rd rate,RN
19054,William Lyall,Halifax,"Murrays Anchorage, Bermuda",1804-02-07,British,Lilly,sloop,RN
19055,Mark Robinson,Halifax,Nantucket,1770-07-24,British,Fowey,6th Rate,RN
19056,John ?,Halifax,New York,1757-04-03,British,Vulture,Sloop,RN
19057,John Boyd,Halifax,New York,1761-05-13,British,Penzance,5th Rate,RN
19058,John Scaife,Halifax,New York,1762-04-19,British,Chesterfield,5th Rate,RN
19059,Mark Robinson,Halifax,New York,1769-10-19,British,Fowey,6th Rate,RN
19060,Thomas Hankerson,Halifax,Plymouth,1755-10-20,British,Arundel,6th Rate,RN
19061,John Gell,Halifax,Plymouth,1778-08-21,British,Thetis,5th Rate,RN
19062,John ?,Halifax,Portland England,1757-11-11,British,Vulture,Sloop,RN
19063,Edward Gascoigne,Halifax,"Port Royal, Jamaica",1758-07-25,British,Beaver,Sloop,RN
19064,Edward Packenham,Halifax,Portsmouth,1765-06-20,British,Crown,,RN
19065,William MacCleverty,Halifax,Portsmouth,1766-06-10,British,Hind,6th Rate,RN
19066,Arthur Fanshawe,Halifax,Quebec,1820-06-09,British,Newcastle,,RN
19067,Sampson Salt,Halifax,Spithead,1756-08-17,British,Hornet,sloop,RN
19068,Nicholas Vincent,Halifax,Spithead,1767-04-09,British,Glasgow,,RN
19069,Arthur Fanshawe,Halifax,Spithead,1821-12-12,British,Newcastle,,RN
19070,Joseph Spear,Halifax,St Georges Bermuda,1799-12-23,British,Lilly,sloop,RN
19071,A. Tozer,Halifax,St Michaels,1821-11-27,British,Cyrene,6th Rate,RN
19072,Edward LeCras,Halifax,Torbay,1776-01-15,British,Somerset,,RN
19073,Ben Caldwell,Halifax,UK,1771-10-02,British,Rose,,RN
19074,Howard Hutchenson,Halifax (Chabukta Harbour),Lisbon,1753-11-02,British,Torrington,,RN
19075,Edward Le Cras,Hammoze,Hammoze (cruising),1755-03-21,British,Otter,Sloop,RN
19076,William Nowell,Hamoaze,Madeira,1791-11-30,British,Ferret,Brig,RN
19077,Walter Stirling,Hampton,Margret Road (UK),1766-08-14,British,Rainbow,5th Rate,RN
19078,L. Pieterse,Hampton,Nederland,1802-06-29,Dutch,Joan de Witt,,MAR
19079,P. Hartsinck,Hampton,Texel,1802-06-29,Dutch,Brutus,,MAR
19080,Thomas Adams,Hampton Road,Hailfax,1770-09-01,British,Boston,5th Rate,RN
19081,Joseph Spear,Hampton Road,Halifax,1801-03-13,British,Lilly,sloop,RN
19082,William Compton,Hampton Road,Halifax,1803-05-19,British,Lilly,sloop,RN
19083,Mark Robinson,Hampton Road Virginia,Boston,1771-04-12,British,Fowey,6th Rate,RN
19084,Julian Legge ,Hampton Road (Virginia),Chibucto Harbour (Halifax),1754-06-24,British,Shoreham,6th Rate,RN
19085,Julian Legge ,Hampton Road (Virginia),Halifax (Chibucto Harbour),1754-06-24,British,Shoreham,6th Rate,RN
19086,L.J. Wilhelmie,Hartlepool,Batavia,1853-01-25,Dutch,Drie Gebroeders,,
19087,K. van de Erve,Hartlepool,China,1850-10-20,Dutch,Albrecht Beijling,,
19088,H. van de Velde,Havana,Curacao,1829-03-12,Dutch,Pallas,5th Rate,
19089,W.J. van Ees,Havana,Fruxillo,1827-02-17,Dutch,Valk,Brik,MAR
19090,James Feathus,Havana,Halifax,1765-04-16,British,Crown,,RN
19091,W.J. van Ees,Havana,Rotterdam,1827-04-20,Dutch,Valk,Brik,MAR
19092,H. van de Velde,Havana,Truvillo,1828-05-12,Dutch,Pallas,5th Rate,
19093,J. van der Straaten,Havana,Truxillo,1828-10-19,Dutch,Koerier,,MAR
19094,Thomas Pye,Havana (Cuba),Spithead,1750-08-25,British,Humber,,RN
19095,H. van de Velde,Havanna,Curacao,1826-09-04,Dutch,Pallas,5th Rate,
19096,Thomas Affleck,Havanna,Liverpool,1794-08-10,British,Alligator,6th rate,RN
19097,H. van de Velde,Havanna,Trinidad (Cuba),1830-05-27,Dutch,Pallas,5th Rate,
19098,John Boyd,Havanna,UK,1762-09-24,British,Penzance,5th Rate,RN
19099,E. Lucas,Havanna,Vlissingen,1829-03-25,Dutch,Sumatra-Java,Fregat,MAR
19100,Thomas Surridge,Havannah,Spithead,1795-06-20,British,Europa,,RN
19101,E. Lucas,Havannah,Vlissingen,1830-05-09,Dutch,Sumatra-Java,Fregat,MAR
19102,,Havannah (Cuba),Portsmouth,1752-07-11,British,Prince Henry,,RN
19103,A Gurin,Havre,Guadeloupe,1777-03-31,French,Le Desir,,
19104,G. Dixon,Hawaiian Islands,Coal Harbour,1786-06-14,British,Queen Charlotte,,
19105,G. Dixon,Hawaiian Islands,Macao,1787-09-19,British,Queen Charlotte,,
19106,G. Dixon,Hawaiian Islands,Prince Williams Sound,1787-03-15,British,Queen Charlotte,,
19107,G. Jonker,Hellevoetsluis,,1832-04-23,Dutch,Dordrecht,,MAR
19108,"J,F. van Capelle",Hellevoetsluis,Azoren,1783-04-01,Dutch,Ceres,,ADM
19109,H. Hartman,Hellevoetsluis,Baai Falso,1789-02-26,Dutch,Bellona,,ADM
19110,N.L. Koops,Hellevoetsluis,Bahia de Todos los Santos,1833-10-27,Dutch,Ajax,Korvet,ADM
19111,Dirk Varkevisser,Hellevoetsluis,Batavia,1790-11-08,Dutch,Candia,,VOC
19112,L. J. de Wuese,Hellevoetsluis,Batavia,1838-11-15,Dutch,Panter,Brik,MAR
19113,L.J. Friese,Hellevoetsluis,Batavia,1838-11-15,Dutch,Panter,Brik,MAR
19114,,Hellevoetsluis,Batavia,1841-10-30,Dutch,Maas Nijmph,,
19115,J. P. Woutersz,Hellevoetsluis,Batavia,1845-08-22,Dutch,Koerier,,MAR
19116,A. van Wijk Jurriaanse,Hellevoetsluis,Batavia,1845-11-03,Dutch,Loopuijt,Bark,
19117,J.L. de Boer,Hellevoetsluis,Batavia,1848-05-25,Dutch,Oud Nederland,Fregat,
19118,E. Brouwers,Hellevoetsluis,Batavia,1848-12-11,Dutch,Mercator,Bark,
19119,B.H. Haring,Hellevoetsluis,Batavia,1850-10-08,Dutch,Suriname,,MAR
19120,L. Bakker,Hellevoetsluis,Boston,1814-06-06,Dutch,Ajax,Korvet,MAR
19121,H. van de Velde,Hellevoetsluis,Bridgetown,1826-04-25,Dutch,Pallas,5th Rate,
19122,Mellenik,Hellevoetsluis,Buenos Aires,1823-09-11,Dutch,Lynx,Korvet,Marine
19123,Johannes Jansen Eije,Hellevoetsluis,Cayenne,1782-02-08,Dutch,Kemphaan,,ADM
19124,Delvos,Hellevoetsluis,Curacao,1760-06-10,Dutch,Princes Carolina,,ADM
19125,H.H.T. Coops,Hellevoetsluis,Curacao,1836-05-04,Dutch,Dordrecht,,MAR
19126,Engelbertus Lucas,Hellevoetsluis,Del Fuego,1785-12-18,Dutch,Scipio,Fregat,ADM
19127,Petrus Masschop,Hellevoetsluis,Demerary,1785-05-10,Dutch,Arend,,ADM
19128,,Hellevoetsluis,Falmouth,1839-01-28,Dutch,Meermin,,ADM
19129,J. Blom,Hellevoetsluis,Freetown,1819-07-28,Dutch,Komeet,Korvet,
19130,Simon Loopuyt,Hellevoetsluis,Funchal,1762-04-09,Dutch,Princes Carolina,,ADM
19131,P. van Hoogwerff,Hellevoetsluis,Funchal,1768-12-11,Dutch,Castor,Fregat,ADM
19132,C. Bijll,Hellevoetsluis,Grand Canarien,1783-11-10,Dutch,Bellona,,ADM
19133,C. Bijll,Hellevoetsluis,Grand Canarien,1784-01-19,Dutch,Bellona,,ADM
19134,Simon Loopuit,Hellevoetsluis,Guiana,1759-06-01,Dutch,Orangezaal,Fregat,ADM
19135,H. van de Velde,Hellevoetsluis,Havanna,1826-06-11,Dutch,Pallas,5th Rate,
19136,G. Jonker,Hellevoetsluis,Hellevoetsluis,1829-04-19,Dutch,Dordrecht,,MAR
19137,P.A. Heybeek,Hellevoetsluis,Kaap de Goede Hoop,1794-07-11,Dutch,Scipio,Fregat,MAR
19138,W.A. Lans,Hellevoetsluis,Kaap de Goede Hoop,1838-08-29,Dutch,Nehalennia,Fregat,MAR
19139,Van der Plaat,Hellevoetsluis,Kaap de Goede Hoop,1839-08-17,Dutch,Nehalennia,Fregat,Marine
19140,G. Jonker,Hellevoetsluis,Malaga,1830-11-26,Dutch,Dordrecht,,MAR
19141,G. Jonker,Hellevoetsluis,Minorca,1830-06-24,Dutch,Dordrecht,,MAR
19142,L.H. van Oijen,Hellevoetsluis,Paramaribo,1763-07-14,Dutch,Zephyr,Oorlogssnauw,ADM
19143,Albertus Delvos,Hellevoetsluis,Paramaribo,1779-01-07,Dutch,Zephyr,Oorlogssnauw,ADM
19144,P. Melvill,Hellevoetsluis,Paramaribo,1779-01-10,Dutch,Castor,Fregat,ADM
19145,J. le Jeune,Hellevoetsluis,Paramaribo,1829-01-16,Dutch,Curacao,Steamer,MAR
19146,G. Jonker,Hellevoetsluis,Paramaribo,1834-02-02,Dutch,Dordrecht,,MAR
19147,H.H.T. Coops,Hellevoetsluis,Paramaribo,1837-05-04,Dutch,Dordrecht,,MAR
19148,H.H.T. Coops,Hellevoetsluis,Paramaribo,1838-04-23,Dutch,Dordrecht,,MAR
19149,H.H.T. Coops,Hellevoetsluis,Paramaribo,1838-12-15,Dutch,Dordrecht,,MAR
19150,C. van der Hart,Hellevoetsluis,Paramaribo,1843-03-08,Dutch,Dordrecht,,MAR
19151,B.H. Haring,Hellevoetsluis,Paramaribo,1847-09-25,Dutch,Suriname,,MAR
19152,G. Jonker,Hellevoetsluis,Parimaribo,1831-07-06,Dutch,Dordrecht,,MAR
19153,G. Jonker,Hellevoetsluis,Parimaribo,1832-04-23,Dutch,Dordrecht,,MAR
19154,G. Jonker,Hellevoetsluis,Parimaribo,1833-07-07,Dutch,Dordrecht,,MAR
19155,E. Ippius Fockens,Hellevoetsluis,Parimaribo,1849-05-20,Dutch,Venus,Brik,Marine
19156,,Hellevoetsluis,Philadelphia,1783-07-01,Dutch,Windhond,Brigantijn,ADM
19157,D. Hofker,Hellevoetsluis,Port Jackson,1852-12-14,Dutch,Estafette,Bark,
19158,G. Jonker,Hellevoetsluis,Port Mahon,1829-01-05,Dutch,Dordrecht,,MAR
19159,,Hellevoetsluis,Porto Crajo,1785-12-17,Dutch,Ceres,,ADM
19160,P. Melvill,Hellevoetsluis,Portugal,1780-01-11,Dutch,Castor,Fregat,ADM
19161,L. Fuchs,Hellevoetsluis,Rio de Janeiro,1818-10-22,Dutch,Ajax,Korvet,ADM
19162,A.D. Voigt,Hellevoetsluis,Rio de Janeiro,1839-01-28,Dutch,Postillon,Brik,MAR
19163,C.J. Berghuis,Hellevoetsluis,Rio de Janeiro,1846-11-02,Dutch,Aruba,Schoener,
19164,W. Steffens,Hellevoetsluis,Rio de Janeiro,1851-03-25,Dutch,Haay,Brik,
19165,M.C. van Vreeland,Hellevoetsluis,Rio de Janeiro,1852-08-17,Dutch,Merwede,,
19166,P. van Hoogwerf,Hellevoetsluis,Simonsbaai,1783-03-14,Dutch,Wassenaar,,Admiraliteit
19167,Johan Hendrik van Ourijk,Hellevoetsluis,St Eustacius,1761-05-26,Dutch,Schiedam,,ADM
19168,C. van Gennep,Hellevoetsluis,St Eustacius,1780-01-09,Dutch,Jason,,ADM
19169,J. Delvos,Hellevoetsluis,St Eustacius,1780-12-03,Dutch,Arend,,ADM
19170,Van der Gon,Hellevoetsluis,St Eustatius,1759-07-04,Dutch,Dordregt,Fregat,ADM
19171,J.A. Pronk,Hellevoetsluis,St George dElmina,1836-04-16,Dutch,Maria,,
19172,F. Sweer,Hellevoetsluis,St Vincent,1786-11-18,Dutch,Maasnimph,Bargentijn,ADM
19173,J.J. van Hoeij,Hellevoetsluis,Suriname,1778-01-01,Dutch,Rotterdam,,ADM
19174,J. Delvos,Hellevoetsluis,Suriname,1779-12-30,Dutch,Arend,,ADM
19175,Johannes Jansen Eije,Hellevoetsluis,Suriname,1783-02-18,Dutch,Kemphaan,,ADM
19176,,Hellevoetsluis,Suriname,1785-10-19,Dutch,Panther,4th Rate,ADM
19177,Anthonij Theodorus Detmers,Hellevoetsluis,Suriname,1793-09-13,Dutch,Ceres,,MAR
19178,J. W. Moll,Hellevoetsluis,Suriname,1828-03-02,Dutch,Curacao,Steamer,ADM
19179,J. Galus,Hellevoetsluis,Suriname,1841-04-13,Dutch,Gier,Brik,MAR
19180,W. Steffens,Hellevoetsluis,Suriname,1850-05-15,Dutch,Haay,Brik,
19181,C. de Jong,Hellevoetsluis,Tafelbaai,1791-12-16,Dutch,Scipio,Fregat,ADM
19182,N.P. Blommendal,Helvoetsluis,Curacao,1802-09-09,Dutch,Kenau Hasselaar,,
19183,A. van der Harst,Helvoetsluis,Monrovia,1854-03-02,Dutch,Gouverneur Elsevier,,
19184,Duintjer,Het Nieuwe Diep,Batavia,1847-11-22,Dutch,Nassau,,
19185,,Holland,Batavia,1838-11-14,Dutch,Unknown-08,,
19186,A. Jordan,Holland,Gujana,1783-11-08,Dutch,Snelheid,,ADM
19187,A. Jordan,Holland,Gujana,1784-10-11,Dutch,Snelheid,,ADM
19188,A.C. van Braam Nouhgeest,Holland,Rio de Janeiro,1846-07-05,Dutch,Nehalennia,Fregat,MAR
19189,Voizard,Honfleur,"Grand banc, terre Neuve et retour a Honfleur",1777-04-09,French,Laimable Marie Anne,,
19190,Voizard,Honfleur,"Grand banc, terre Neuve et retour a Honfleur",1777-10-04,French,Laimable Marie Anne,,
19191,K. van de Erve,Hong Kong,Batavia,1851-03-26,Dutch,Albrecht Beijling,,
19192,,Hudson Bay,Gravesend,1760-09-20,British,Prince Rupert,,Hudson Bay Company
19193,,Hudson Bay Moose,Gravesend,1762-09-26,British,Prince Rupert,,Hudson Bay Company
19194,William Norton,Hudson Bay Moose,Gravesend,1763-09-16,British,Prince Rupert,,Hudson Bay Company
19195,,Hudson Bay Moose,Gravesend,1764-09-16,British,Prince Rupert,,Hudson Bay Company
19196,Elmer M. Mooij,Iceland,Bergen,1786-12-01,Dutch,Frankendaal,,WHA
19197,FRANCISCO EVIAS,I. DEL CUERVO,PUERTO DE SANTA MARA,1778-07-28,Spanish,DESCONOCIDO-14,,
19198,M. De Salambery,Ile dAix,Louisbourg et rtour a Rochefort,1753-07-29,French,Le Parham,,
19199,M. De Salambery,Ile dAix,Louisbourg et rtour a Rochefort,1753-12-02,French,Le Parham,,
19200,J.F.G. de la Perouse,Ile de Paque,Ile Mowe,1786-04-11,French,La Boussole,,
19201,J.F.G. de la Perouse,Ile Mowe,Port des Francais,1786-05-31,French,La Boussole,,
19202,,Indische zee,Simonsbaai,1819-04-21,Dutch,Flores,,MAR
19203,Benjamin Lowe,Ingelee,Mocha,1750-03-14,British,Walpole,,EIC
19204,Roger Mainwaring,Ingerlee,Spithead,1762-12-28,British,Tilbury,,EIC
19205,Mr. MANIER,ISLA DE FRANCIA,TAHITI,1771-10-18,Spanish,LA MASCANIN y LA CASTRIES,FRAGATA,
19206,JOSE GRANDELLANA,ISLA DEL PRINCIPE,CADIZ,1778-09-28,Spanish,SANTIAGO,PAQUEBOTE,
19207,ANTONIO DOMONTE,ISLA DE PASCUA,CHILO_,1770-11-21,Spanish,SANTA ROSALA,FRAGATA,
19208,ANTONIO DOMONTE,ISLA DE PASCUA,CHILO_,1771-01-13,Spanish,SANTA ROSALA,FRAGATA,
19209,Stephen Kirwan,Island of Bourbon,St Helena,1753-12-01,British,Hector,,EIC
19210,FRANCISCO DE BORJA,ISLA SANTA CATALINA (BRASIL),MONTEVIDEO,1777-03-28,Spanish,SAN DMASO,,
19211,De Cry,Isle dAix,Fort Royal,1772-12-21,French,La Terpsicore,,
19212,Froger de Leguille,Isle dAix,Louisbourg,1755-03-15,French,La Diane,,
19213,M. Durtuby,Isle d΂Aix,Martinique,1754-11-23,French,Le Zephir,,
19214,M. Ravenel,Isle de Rh,Isles Michelon et retour a la Rochelle,1771-04-20,French,Le Vicomte de Choiseuil,,
19215,M. Ravenel,Isle de Rh,Isles Michelon et retour a la Rochelle,1771-12-09,French,Le Vicomte de Choiseuil,,
19216,D. Pruijmelaar,Ivoorkust,Suriname,1764-10-29,Dutch,Eenigheijt,,MCC
19217,John Cowling,Jamaica,,1781-04-09,British,Ramilles,3rd rate,RN
19218,G.H. Creyke,Jamaica,Cork,1805-05-16,British,Fairy,6th rate,RN
19219,,Jamaica,Curacao,1841-08-05,Dutch,Venus,Brik,MAR
19220,George Eyre,Jamaica,Downs,1799-08-02,British,Regulus,5th rate,RN
19221,Thomas White,Jamaica,Downs UK,1799-08-11,British,Dromedary,Storeship,RN
19222,John Walker,Jamaica,Halifax,1802-08-30,British,Vanguard,3rd rate,RN
19223,,Jamaica,Nederland,1816-03-18,Dutch,Prins van Oranje,,ADM
19224,William Cornwallis,Jamaica,Newfoundland,1776-09-15,British,Pallas,5th Rate,RN
19225,William OHara,Jamaica,Sandy Hook,1781-09-16,British,Janus,5th Rate,RN
19226,,Jamaica,Spithead,1750-04-29,British,Lark,,RN
19227,Thomas Fitzherbert,Jamaica,Spithead,1770-06-06,British,Renown,,RN
19228,Charles Saxton,Jamaica,Spithead,1770-09-19,British,Phoenix,,RN
19229,Patrick Fotheringham,Jamaica,Spithead,1772-01-04,British,Merlin,Sloop,RN
19230,,Jamaica,Spithead,1772-09-29,British,Ferret,Brig,RN
19231,William Hay,Jamaica,Spithead,1773-05-24,British,Carysfort,6th rate,RN
19232,Andrew Berkley,Jamaica,Spithead,1773-07-12,British,Princess Amelia,3rd Rate,RN
19233,Andrew Berkley,Jamaica,Spithead,1774-07-29,British,Portland,4th Rate,RN
19234,William Cornwallis,Jamaica,Spithead,1775-08-15,British,Pallas,5th Rate,RN
19235,William Waldgrave,Jamaica,Spithead,1779-08-17,British,Prudent,3rd Rate,RN
19236,Charles Inglis,Jamaica,Spithead,1780-07-01,British,Salisbury,,RN
19237,John Cooke,Jamaica,Spithead,1797-08-07,British,Quebec,5th rate,RN
19238,Davidge Gould,Jamaica,Spithead,1802-08-11,British,Majestic,3rd rate,RN
